unit_price,is_isolated,is_first,is_chattels,is_nice_view,is_view_to_both,rooms,is_block,is_panel,is_brick,is_cast_in_place,is_without_renovation,is_basic_renovation,is_improved_renovation,is_design_renovation,is_pass_elevator,is_freight_elevator,is_ussr_1,is_ussr_2,is_rf,square_PC_1
0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.988
