is_free,is_mortgage,address_region,address_district,address_town,address_street,address_number,rooms,is_isolated,square_total,square_living,square_kitchen,ratio_liv_tot,ratio_kit_tot,floor,floors,is_first,is_last,is_block,is_brick,is_panel,is_cast_in_place,year,age,is_chattels,latitude,longitude,is_nice_view,is_two-sided,finishing,is_without_renovation,is_basic_renovation,is_improved_renovation,is_design_renovation,has_loggia,has_balcony,has_balcony_or_loggia,number_of_balconies,is_view_to_street,is_view_to_courtyard,is_view_to_both,is_view_undefined,bathroom,height,has_name,is_elevators,square_PC_1,square_PC_2
1,1,Ленинградская область, Кировский район, Кировск, бульвар Партизанской Славы,11,3,1,66.3,41,11.3,0.618,0.17,4,5,0,0,0,0,1,0,1990,33,0,59.883354,30.995771,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2.7,0,0,-0.988,1.334
